序号	传输方向	时间戳	ID	帧格式	帧类型	长度	数据	
282839	接收	 15:01:48.553.0	0x00000738	数据帧	标准帧	6	01 98 00 02 03 00 
282840	接收	 15:01:48.553.0	0x00000739	数据帧	标准帧	8	33 BC 00 D8 03 EA 2F 84 
282841	接收	 15:01:48.553.0	0x0000073a	数据帧	标准帧	8	3F 04 32 F0 FF 00 08 7F 
282842	接收	 15:01:48.553.0	0x0000073b	数据帧	标准帧	8	44 09 18 02 00 00 C6 04 
282843	接收	 15:01:48.553.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0E 
282844	接收	 15:01:48.553.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
282845	接收	 15:01:48.553.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
282846	接收	 15:01:48.553.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
282847	接收	 15:01:48.553.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
282848	接收	 15:01:48.553.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
282849	接收	 15:01:48.553.0	0x0000076c	数据帧	标准帧	8	C1 56 FC FF 7F FF 7F 0E 
282850	接收	 15:01:48.553.0	0x0000076d	数据帧	标准帧	4	09 80 00 80 
282851	接收	 15:01:48.553.0	0x0000076e	数据帧	标准帧	8	C1 CA 03 FF 7F FF 7F 13 
282852	接收	 15:01:48.553.0	0x0000076f	数据帧	标准帧	4	09 80 00 80 
282853	接收	 15:01:48.553.0	0x00000728	数据帧	标准帧	3	01 08 00 
282854	接收	 15:01:48.623.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
282855	接收	 15:01:48.623.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
282856	接收	 15:01:48.623.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
282857	接收	 15:01:48.623.0	0x00000703	数据帧	标准帧	7	80 01 35 00 EA FE DC 
282858	接收	 15:01:48.623.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
282859	接收	 15:01:48.623.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
282860	接收	 15:01:48.623.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
282861	接收	 15:01:48.623.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
282862	接收	 15:01:48.623.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
282863	接收	 15:01:48.623.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
282864	接收	 15:01:48.623.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
282865	接收	 15:01:48.623.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
282866	接收	 15:01:48.623.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
282867	接收	 15:01:48.623.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
282868	接收	 15:01:48.624.0	0x00000738	数据帧	标准帧	6	01 E2 00 02 03 00 
282869	接收	 15:01:48.624.0	0x00000739	数据帧	标准帧	8	33 B7 00 D8 03 E9 2F 84 
282870	接收	 15:01:48.624.0	0x0000073a	数据帧	标准帧	8	3F 03 33 F0 FF 00 08 7F 
282871	接收	 15:01:48.624.0	0x0000073b	数据帧	标准帧	8	B2 08 13 02 00 00 D4 04 
282872	接收	 15:01:48.624.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0E 
282873	接收	 15:01:48.624.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
282874	接收	 15:01:48.624.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
282875	接收	 15:01:48.624.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
282876	接收	 15:01:48.624.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
282877	接收	 15:01:48.624.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
282878	接收	 15:01:48.624.0	0x0000076c	数据帧	标准帧	8	C1 29 FC FF 7F FF 7F 0E 
282879	接收	 15:01:48.624.0	0x0000076d	数据帧	标准帧	4	09 80 00 80 
282880	接收	 15:01:48.624.0	0x0000076e	数据帧	标准帧	8	C1 C0 03 FF 7F FF 7F 13 
282881	接收	 15:01:48.624.0	0x0000076f	数据帧	标准帧	4	FA 7F 00 80 
282882	接收	 15:01:48.624.0	0x00000728	数据帧	标准帧	3	01 08 00 
282883	接收	 15:01:48.708.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
282884	接收	 15:01:48.708.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
282885	接收	 15:01:48.708.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
282886	接收	 15:01:48.708.0	0x00000703	数据帧	标准帧	7	80 01 06 00 B0 FE C0 
282887	接收	 15:01:48.708.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
282888	接收	 15:01:48.708.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
282889	接收	 15:01:48.708.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
282890	接收	 15:01:48.708.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
282891	接收	 15:01:48.708.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
282892	接收	 15:01:48.708.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
282893	接收	 15:01:48.708.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
282894	接收	 15:01:48.708.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
282895	接收	 15:01:48.708.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
282896	接收	 15:01:48.708.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
282897	接收	 15:01:48.708.0	0x00000738	数据帧	标准帧	6	01 77 00 02 03 00 
282898	接收	 15:01:48.708.0	0x00000739	数据帧	标准帧	8	33 B3 00 D8 03 E6 2F 84 
282899	接收	 15:01:48.708.0	0x0000073a	数据帧	标准帧	8	3F 04 34 F0 FF 00 08 7F 
282900	接收	 15:01:48.708.0	0x0000073b	数据帧	标准帧	8	A2 06 1A 02 00 00 EE 04 
282901	接收	 15:01:48.708.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0E 
282902	接收	 15:01:48.708.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
282903	接收	 15:01:48.708.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
282904	接收	 15:01:48.708.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
282905	接收	 15:01:48.708.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
282906	接收	 15:01:48.709.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
282907	接收	 15:01:48.709.0	0x0000076c	数据帧	标准帧	8	C1 22 FC FF 7F FF 7F 0D 
282908	接收	 15:01:48.709.0	0x0000076d	数据帧	标准帧	4	FF 7F 00 80 
282909	接收	 15:01:48.709.0	0x0000076e	数据帧	标准帧	8	C1 BE 03 FF 7F FF 7F 00 
282910	接收	 15:01:48.709.0	0x0000076f	数据帧	标准帧	4	FA 7F 00 80 
282911	接收	 15:01:48.709.0	0x00000728	数据帧	标准帧	3	01 08 00 
282912	接收	 15:01:48.796.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
282913	接收	 15:01:48.796.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
282914	接收	 15:01:48.796.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
282915	接收	 15:01:48.796.0	0x00000703	数据帧	标准帧	7	80 00 E6 00 99 FF 04 
282916	接收	 15:01:48.796.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
282917	接收	 15:01:48.796.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
282918	接收	 15:01:48.796.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
282919	接收	 15:01:48.796.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
282920	接收	 15:01:48.796.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
282921	接收	 15:01:48.796.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
282922	接收	 15:01:48.796.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
282923	接收	 15:01:48.796.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
282924	接收	 15:01:48.796.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
282925	接收	 15:01:48.796.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
282926	接收	 15:01:48.796.0	0x00000738	数据帧	标准帧	6	01 C1 00 02 03 00 
282927	接收	 15:01:48.796.0	0x00000739	数据帧	标准帧	8	33 AE 00 D9 03 E6 2F 84 
282928	接收	 15:01:48.796.0	0x0000073a	数据帧	标准帧	8	3F 03 35 F0 FF 00 08 7F 
282929	接收	 15:01:48.796.0	0x0000073b	数据帧	标准帧	8	34 0E 2E 02 00 00 06 05 
282930	接收	 15:01:48.796.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0F 
282931	接收	 15:01:48.796.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
282932	接收	 15:01:48.796.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
282933	接收	 15:01:48.796.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
282934	接收	 15:01:48.796.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
282935	接收	 15:01:48.796.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
282936	接收	 15:01:48.796.0	0x0000076c	数据帧	标准帧	8	C1 0C FC FF 7F FF 7F 0D 
282937	接收	 15:01:48.796.0	0x0000076d	数据帧	标准帧	4	15 80 00 80 
282938	接收	 15:01:48.796.0	0x0000076e	数据帧	标准帧	8	C1 BA 03 FF 7F FF 7F 00 
282939	接收	 15:01:48.796.0	0x0000076f	数据帧	标准帧	4	FB 7F 00 80 
282940	接收	 15:01:48.796.0	0x00000728	数据帧	标准帧	3	01 08 00 
282941	接收	 15:01:48.902.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
282942	接收	 15:01:48.902.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
282943	接收	 15:01:48.902.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
282944	接收	 15:01:48.902.0	0x00000703	数据帧	标准帧	7	80 00 F0 00 84 FE F7 
282945	接收	 15:01:48.902.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
282946	接收	 15:01:48.902.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
282947	接收	 15:01:48.902.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
282948	接收	 15:01:48.902.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
282949	接收	 15:01:48.902.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
282950	接收	 15:01:48.902.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
282951	接收	 15:01:48.902.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
282952	接收	 15:01:48.902.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
282953	接收	 15:01:48.902.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
282954	接收	 15:01:48.902.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
282955	接收	 15:01:48.902.0	0x00000738	数据帧	标准帧	6	01 0C 00 02 03 00 
282956	接收	 15:01:48.902.0	0x00000739	数据帧	标准帧	8	33 AC 00 D9 03 E5 2F 84 
282957	接收	 15:01:48.902.0	0x0000073a	数据帧	标准帧	8	3F 03 36 F0 FF 00 08 7F 
282958	接收	 15:01:48.902.0	0x0000073b	数据帧	标准帧	8	D1 0C 49 02 00 00 1A 05 
282959	接收	 15:01:48.902.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0F 
282960	接收	 15:01:48.902.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
282961	接收	 15:01:48.902.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
282962	接收	 15:01:48.902.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
282963	接收	 15:01:48.902.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
282964	接收	 15:01:48.902.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
282965	接收	 15:01:48.902.0	0x0000076c	数据帧	标准帧	8	C1 F5 FB FF 7F FF 7F 0D 
282966	接收	 15:01:48.902.0	0x0000076d	数据帧	标准帧	4	19 80 00 80 
282967	接收	 15:01:48.902.0	0x0000076e	数据帧	标准帧	8	C1 B4 03 FF 7F FF 7F 00 
282968	接收	 15:01:48.902.0	0x0000076f	数据帧	标准帧	4	FD 7F 00 80 
282969	接收	 15:01:48.902.0	0x00000728	数据帧	标准帧	3	01 08 00 
282970	接收	 15:01:48.973.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
282971	接收	 15:01:48.973.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
282972	接收	 15:01:48.973.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
282973	接收	 15:01:48.973.0	0x00000703	数据帧	标准帧	7	80 00 FF 00 A4 FE B3 
282974	接收	 15:01:48.973.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
282975	接收	 15:01:48.973.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
282976	接收	 15:01:48.973.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
282977	接收	 15:01:48.973.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
282978	接收	 15:01:48.973.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
282979	接收	 15:01:48.973.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
282980	接收	 15:01:48.973.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
282981	接收	 15:01:48.973.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
282982	接收	 15:01:48.973.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
282983	接收	 15:01:48.973.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
282984	接收	 15:01:48.973.0	0x00000738	数据帧	标准帧	6	01 56 00 02 03 00 
282985	接收	 15:01:48.973.0	0x00000739	数据帧	标准帧	8	33 BA 01 A1 03 22 20 80 
282986	接收	 15:01:48.973.0	0x0000073a	数据帧	标准帧	8	3F 03 37 F0 FF 00 08 7F 
282987	接收	 15:01:48.973.0	0x0000073b	数据帧	标准帧	8	1B 0B 53 02 28 00 2B 05 
282988	接收	 15:01:48.973.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0F 
282989	接收	 15:01:48.973.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
282990	接收	 15:01:48.973.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
282991	接收	 15:01:48.973.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
282992	接收	 15:01:48.973.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
282993	接收	 15:01:48.973.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
282994	接收	 15:01:48.973.0	0x0000076c	数据帧	标准帧	8	C1 DF FB FF 7F FF 7F 0C 
282995	接收	 15:01:48.973.0	0x0000076d	数据帧	标准帧	4	1C 80 00 80 
282996	接收	 15:01:48.973.0	0x0000076e	数据帧	标准帧	8	C1 B0 03 FF 7F FF 7F 00 
282997	接收	 15:01:48.973.0	0x0000076f	数据帧	标准帧	4	FE 7F 00 80 
282998	接收	 15:01:48.973.0	0x00000728	数据帧	标准帧	3	01 08 00 
282999	接收	 15:01:49.035.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
283000	接收	 15:01:49.035.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
283001	接收	 15:01:49.035.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
283002	接收	 15:01:49.035.0	0x00000703	数据帧	标准帧	7	80 01 0B FF F1 FE AD 
283003	接收	 15:01:49.035.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
283004	接收	 15:01:49.035.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
283005	接收	 15:01:49.056.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
283006	接收	 15:01:49.056.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
283007	接收	 15:01:49.056.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
283008	接收	 15:01:49.056.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
283009	接收	 15:01:49.056.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
283010	接收	 15:01:49.056.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
283011	接收	 15:01:49.056.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
283012	接收	 15:01:49.056.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
283013	接收	 15:01:49.056.0	0x00000738	数据帧	标准帧	6	01 A0 00 02 03 00 
283014	接收	 15:01:49.056.0	0x00000739	数据帧	标准帧	8	33 A8 00 D9 03 E4 2F 80 
283015	接收	 15:01:49.056.0	0x0000073a	数据帧	标准帧	8	3F 04 38 F0 FF 00 08 7F 
283016	接收	 15:01:49.056.0	0x0000073b	数据帧	标准帧	8	B8 09 8F 02 00 00 3A 05 
283017	接收	 15:01:49.056.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0F 
283018	接收	 15:01:49.056.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
283019	接收	 15:01:49.056.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
283020	接收	 15:01:49.056.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
283021	接收	 15:01:49.056.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
283022	接收	 15:01:49.056.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
283023	接收	 15:01:49.056.0	0x0000076c	数据帧	标准帧	8	C1 C8 FB E2 7F FF 7F 0D 
283024	接收	 15:01:49.056.0	0x0000076d	数据帧	标准帧	4	21 80 00 80 
283025	接收	 15:01:49.056.0	0x0000076e	数据帧	标准帧	8	C1 AD 03 FF 7F FF 7F 00 
283026	接收	 15:01:49.056.0	0x0000076f	数据帧	标准帧	4	FF 7F 00 80 
283027	接收	 15:01:49.056.0	0x00000728	数据帧	标准帧	3	01 08 00 
283028	接收	 15:01:49.145.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
283029	接收	 15:01:49.145.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
283030	接收	 15:01:49.145.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
283031	接收	 15:01:49.145.0	0x00000703	数据帧	标准帧	7	80 01 02 00 63 FF 52 
283032	接收	 15:01:49.145.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
283033	接收	 15:01:49.145.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
283034	接收	 15:01:49.145.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
283035	接收	 15:01:49.145.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
283036	接收	 15:01:49.145.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
283037	接收	 15:01:49.145.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
283038	接收	 15:01:49.145.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
283039	接收	 15:01:49.145.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
283040	接收	 15:01:49.145.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
283041	接收	 15:01:49.145.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
283042	接收	 15:01:49.145.0	0x00000738	数据帧	标准帧	6	01 EB 00 02 03 00 
283043	接收	 15:01:49.145.0	0x00000739	数据帧	标准帧	8	33 A8 00 D8 03 E5 2F 80 
283044	接收	 15:01:49.145.0	0x0000073a	数据帧	标准帧	8	3F 04 39 F0 FF 00 08 7F 
283045	接收	 15:01:49.145.0	0x0000073b	数据帧	标准帧	8	0F 09 97 02 00 00 49 05 
283046	接收	 15:01:49.145.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0F 
283047	接收	 15:01:49.145.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
283048	接收	 15:01:49.145.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
283049	接收	 15:01:49.145.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
283050	接收	 15:01:49.145.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
283051	接收	 15:01:49.145.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
283052	接收	 15:01:49.145.0	0x0000076c	数据帧	标准帧	8	C1 BF FB EB 7F FF 7F 0D 
283053	接收	 15:01:49.145.0	0x0000076d	数据帧	标准帧	4	22 80 00 80 
283054	接收	 15:01:49.145.0	0x0000076e	数据帧	标准帧	8	C1 AA 03 FF 7F FF 7F 00 
283055	接收	 15:01:49.145.0	0x0000076f	数据帧	标准帧	4	FF 7F 00 80 
283056	接收	 15:01:49.145.0	0x00000728	数据帧	标准帧	3	01 08 00 
283057	接收	 15:01:49.232.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
283058	接收	 15:01:49.232.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
283059	接收	 15:01:49.232.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
283060	接收	 15:01:49.232.0	0x00000703	数据帧	标准帧	7	80 01 1A 00 8E FE FF 
283061	接收	 15:01:49.232.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
283062	接收	 15:01:49.232.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
283063	接收	 15:01:49.232.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
283064	接收	 15:01:49.232.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
283065	接收	 15:01:49.232.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
283066	接收	 15:01:49.232.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
283067	接收	 15:01:49.232.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
283068	接收	 15:01:49.232.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
283069	接收	 15:01:49.232.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
283070	接收	 15:01:49.232.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
283071	接收	 15:01:49.232.0	0x00000738	数据帧	标准帧	6	01 7F 00 02 03 00 
283072	接收	 15:01:49.232.0	0x00000739	数据帧	标准帧	8	33 AF 00 D5 03 E5 2F 80 
283073	接收	 15:01:49.232.0	0x0000073a	数据帧	标准帧	8	3F 04 3A F0 FF 00 08 7F 
283074	接收	 15:01:49.232.0	0x0000073b	数据帧	标准帧	8	73 05 9F 02 00 00 5C 05 
283075	接收	 15:01:49.232.0	0x00000766	数据帧	标准帧	8	C0 00 00 FF 7F FF 7F 0F 
283076	接收	 15:01:49.232.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
283077	接收	 15:01:49.232.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
283078	接收	 15:01:49.232.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
283079	接收	 15:01:49.232.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
283080	接收	 15:01:49.232.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
283081	接收	 15:01:49.232.0	0x0000076c	数据帧	标准帧	8	C1 BB FB FF 7F FF 7F 0C 
283082	接收	 15:01:49.232.0	0x0000076d	数据帧	标准帧	4	21 80 00 80 
283083	接收	 15:01:49.232.0	0x0000076e	数据帧	标准帧	8	C1 A9 03 FF 7F FF 7F 00 
283084	接收	 15:01:49.232.0	0x0000076f	数据帧	标准帧	4	00 80 00 80 
283085	接收	 15:01:49.232.0	0x00000728	数据帧	标准帧	3	01 08 00 
283086	接收	 15:01:49.323.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
283087	接收	 15:01:49.323.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
283088	接收	 15:01:49.323.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
283089	接收	 15:01:49.323.0	0x00000703	数据帧	标准帧	7	80 01 05 00 66 FF 1C 
283090	接收	 15:01:49.323.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
283091	接收	 15:01:49.323.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
283092	接收	 15:01:49.323.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
283093	接收	 15:01:49.323.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
283094	接收	 15:01:49.323.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
283095	接收	 15:01:49.323.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
283096	接收	 15:01:49.323.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
283097	接收	 15:01:49.323.0	0x00000669	数据帧	标准帧	8	00 00 00 00 00 20 00 00 
283098	接收	 15:01:49.323.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
283099	接收	 15:01:49.323.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
283100	接收	 15:01:49.323.0	0x00000738	数据帧	标准帧	6	01 CA 00 02 03 00 
283101	接收	 15:01:49.323.0	0x00000739	数据帧	标准帧	8	33 75 01 AB 03 C6 2F 80 
283102	接收	 15:01:49.323.0	0x0000073a	数据帧	标准帧	8	3F 04 3B F0 FF 00 08 7F 
283103	接收	 15:01:49.323.0	0x0000073b	数据帧	标准帧	8	93 0A A6 02 00 00 6E 05 
